Language,Key,Original Text (FR)
"tz-ltn","dashboardpro.grez_vos_crations","Gérez vos créations culturelles"
"tz-ltn","dashboardpro.actualiser","Actualiser"
"tz-ltn","dashboardpro.uvres","Œuvres"
"tz-ltn","dashboardpro.vnements","Événements"
"tz-ltn","dashboardpro.services","Services"
"tz-ltn","dashboardpro.vues_totales","Vues totales"
"tz-ltn","dashboardpro.uvres_1","Œuvres"
"tz-ltn","dashboardpro.vnements_1","Événements"
"tz-ltn","dashboardpro.services_1","Services"
"tz-ltn","dashboardpro.patrimoine","Patrimoine"
"tz-ltn","dashboardpro.placeholder_rechercher","Rechercher..."
"tz-ltn","dashboardpro.mes_uvres","Mes œuvres ("
"tz-ltn","dashboardpro.nouvelle_uvre","Nouvelle œuvre"
"tz-ltn","dashboardpro.aucune_uvre_cre","Aucune œuvre créée"
"tz-ltn","dashboardpro.crer_premire_uvre","Créer ma première œuvre"
"tz-ltn","dashboardpro.mes_vnements","Mes événements ("
"tz-ltn","dashboardpro.nouvel_vnement","Nouvel événement"
"tz-ltn","dashboardpro.aucun_vnement","Aucun événement créé"
"tz-ltn","dashboardpro.crer_mon_premier","Créer mon premier événement"
"tz-ltn","dashboardpro.mes_services","Mes services ("
"tz-ltn","dashboardpro.nouveau_service","Nouveau service"
"tz-ltn","dashboardpro.aucun_service","Aucun service créé"
"tz-ltn","dashboardpro.crer_mon_premier_1","Créer mon premier service"
"tz-ltn","dashboardpro.mon_patrimoine","Mon patrimoine ("
"tz-ltn","dashboardpro.nouveau_site","Nouveau site"
"tz-ltn","dashboardpro.aucun_site_patrimoine","Aucun site patrimoine enregistré"
"tz-ltn","dashboardpro.ajouter_mon_premier","Ajouter mon premier site"
"tz-ltn","dashboardadmin.label_validation","Validation"
"tz-ltn","dashboardadmin.label_rejet","Rejet"
"tz-ltn","dashboardadmin.label_message","Message"
"tz-ltn","dashboardadmin.label_suspension","Suspension"
"tz-ltn","dashboardadmin.label_ractivation","Réactivation"
"tz-ltn","dashboardadmin.label_information","Information"
"tz-ltn","dashboardadmin.label_avertissement","Avertissement"
"tz-ltn","dashboardadmin.title_connexion_tablie","Connexion établie"
"tz-ltn","dashboardadmin.description_notifications_temps_rel","Notifications temps réel activées"
"tz-ltn","dashboardadmin.title_notification_envoye","Notification envoyée"
"tz-ltn","dashboardadmin.voir_lhistorique","Voir l'historique"
"tz-ltn","dashboardadmin.title_erreur","Erreur"
"tz-ltn","dashboardadmin.description_impossible_denvoyer_notifica","Impossible d'envoyer la notification"
"tz-ltn","dashboardadmin.title_erreur_1","Erreur"
"tz-ltn","dashboardadmin.description_veuillez_remplir_tous","Veuillez remplir tous les champs obligatoires"
"tz-ltn","dashboardadmin.title_notification_globale_envoye","Notification globale envoyée"
"tz-ltn","dashboardadmin.description_tous_les_utilisateurs","Tous les utilisateurs recevront cette notification"
"tz-ltn","dashboardadmin.title_erreur_2","Erreur"
"tz-ltn","dashboardadmin.description_impossible_denvoyer_notifica_1","Impossible d'envoyer la notification globale"
"tz-ltn","dashboardadmin.title_erreur_3","Erreur"
"tz-ltn","dashboardadmin.description_veuillez_remplir_tous_1","Veuillez remplir tous les champs"
"tz-ltn","dashboardadmin.title_aucune_slection","Aucune sélection"
"tz-ltn","dashboardadmin.title_succs","Succès"
"tz-ltn","dashboardadmin.title_erreur_4","Erreur"
"tz-ltn","dashboardadmin.description_une_erreur_est","Une erreur est survenue lors du traitement"
"tz-ltn","dashboardadmin.title_erreur_5","Erreur"
"tz-ltn","dashboardadmin.description_veuillez_indiquer_une","Veuillez indiquer une raison pour la suspension"
"tz-ltn","dashboardadmin.message_votre_mot_passe","Votre mot de passe a été réinitialisé. Un email contenant les instructions vous a été envoyé."
"tz-ltn","dashboardadmin.message_votre_compte_ractiv","Votre compte a été réactivé. Vous pouvez à nouveau accéder à tous les services."
"tz-ltn","dashboardadmin.priode_prcdente","% vs période précédente"
"tz-ltn","dashboardadmin.affichage","Affichage de"
"tz-ltn","dashboardadmin.sur","sur"
"tz-ltn","dashboardadmin.rsultats","résultats"
"tz-ltn","dashboardadmin.page","Page"
"tz-ltn","dashboardadmin.sur_1","sur"
"tz-ltn","dashboardadmin.type_notification","Type de notification"
"tz-ltn","dashboardadmin.titre","Titre *"
"tz-ltn","dashboardadmin.placeholder_titre_notification","Titre de la notification"
"tz-ltn","dashboardadmin.message","Message *"
"tz-ltn","dashboardadmin.placeholder_message_notification","Message de la notification"
"tz-ltn","dashboardadmin.priorit","Priorité"
"tz-ltn","dashboardadmin.basse","Basse"
"tz-ltn","dashboardadmin.normale","Normale"
"tz-ltn","dashboardadmin.haute","Haute"
"tz-ltn","dashboardadmin.urgente","Urgente"
"tz-ltn","dashboardadmin.canaux_notification","Canaux de notification"
"tz-ltn","dashboardadmin.dans_lapplication","Dans l'application"
"tz-ltn","dashboardadmin.notification_push","Notification push"
"tz-ltn","dashboardadmin.email","Email"
"tz-ltn","dashboardadmin.aperu","Aperçu"
"tz-ltn","dashboardadmin.annuler","Annuler"
"tz-ltn","dashboardadmin.envoyer","Envoyer"
"tz-ltn","dashboardadmin.tableau_bord_administrateur","Tableau de bord administrateur"
"tz-ltn","dashboardadmin.vue_densemble_plateforme","Vue d'ensemble de la plateforme Action Culture"
"tz-ltn","dashboardadmin.connect","Connecté"
"tz-ltn","dashboardadmin.dconnect","Déconnecté"
"tz-ltn","dashboardadmin.notifications_rcentes","Notifications récentes"
"tz-ltn","dashboardadmin.aucune_notification_rcente","Aucune notification récente"
"tz-ltn","dashboardadmin.voir_toutes_les","Voir toutes les notifications"
"tz-ltn","dashboardadmin.notification_globale","Notification globale"
"tz-ltn","dashboardadmin.aujourdhui","Aujourd'hui"
"tz-ltn","dashboardadmin.cette_semaine","Cette semaine"
"tz-ltn","dashboardadmin.mois","Ce mois"
"tz-ltn","dashboardadmin.cette_anne","Cette année"
"tz-ltn","dashboardadmin.actualiser","Actualiser"
"tz-ltn","dashboardadmin.export","Export"
"tz-ltn","dashboardadmin.rapport_dactivit","Rapport d'activité"
"tz-ltn","dashboardadmin.rapport_modration","Rapport de modération"
"tz-ltn","dashboardadmin.rapport_patrimoine","Rapport patrimoine"
"tz-ltn","dashboardadmin.vider_cache","Vider cache"
"tz-ltn","dashboardadmin.title_utilisateurs","Utilisateurs"
"tz-ltn","dashboardadmin.title_uvres","Œuvres"
"tz-ltn","dashboardadmin.title_vnements","Événements"
"tz-ltn","dashboardadmin.title_patrimoine","Patrimoine"
"tz-ltn","dashboardadmin.utilisateurs_attente","Utilisateurs en attente"
"tz-ltn","dashboardadmin.title_valider","Valider"
"tz-ltn","dashboardadmin.title_rejeter","Rejeter"
"tz-ltn","dashboardadmin.voir_tous_les","Voir tous les utilisateurs en attente →"
"tz-ltn","dashboardadmin.aucun_utilisateur_attente","Aucun utilisateur en attente"
"tz-ltn","dashboardadmin.uvres_attente","Œuvres en attente"
"tz-ltn","dashboardadmin.voir_toutes_les_1","Voir toutes les œuvres →"
"tz-ltn","dashboardadmin.aucune_uvre_attente","Aucune œuvre en attente"
"tz-ltn","dashboardadmin.signalements","Signalements"
"tz-ltn","dashboardadmin.voir_tous_les_1","Voir tous les signalements →"
"tz-ltn","dashboardadmin.aucun_signalement_attente","Aucun signalement en attente"
"tz-ltn","dashboardadmin.vue_densemble","Vue d'ensemble"
"tz-ltn","dashboardadmin.utilisateurs","Utilisateurs"
"tz-ltn","dashboardadmin.uvres","Œuvres"
"tz-ltn","dashboardadmin.vnements","Événements"
"tz-ltn","dashboardadmin.patrimoine","Patrimoine"
"tz-ltn","dashboardadmin.services","Services"
"tz-ltn","dashboardadmin.modration","Modération"
"tz-ltn","dashboardadmin.activit_plateforme","Activité de la plateforme"
"tz-ltn","dashboardadmin.graphiques_dactivit","Graphiques d'activité"
"tz-ltn","dashboardadmin.les_donnes_seront","Les données seront affichées ici"
"tz-ltn","dashboardadmin.rpartition_des_utilisateurs","Répartition des utilisateurs"
"tz-ltn","dashboardadmin.activit_rcente","Activité récente"
"tz-ltn","dashboardadmin.gestion_des_utilisateurs","Gestion des utilisateurs"
"tz-ltn","dashboardadmin.liste_complte_des","Liste complète des utilisateurs ("
"tz-ltn","dashboardadmin.rsultats_1","résultats)"
"tz-ltn","dashboardadmin.inviter_utilisateur","Inviter un utilisateur"
"tz-ltn","dashboardadmin.placeholder_rechercher_par_nom","Rechercher par nom, email, entreprise..."
"tz-ltn","dashboardadmin.actions","Actions ("
"tz-ltn","dashboardadmin.valider_tous","Valider tous"
"tz-ltn","dashboardadmin.rejeter_tous","Rejeter tous"
"tz-ltn","dashboardadmin.supprimer","Supprimer"
"tz-ltn","dashboardadmin.exporter","Exporter"
"tz-ltn","dashboardadmin.suspendu","Suspendu"
"tz-ltn","dashboardadmin.inscrit","Inscrit le"
"tz-ltn","dashboardadmin.title_valider_1","Valider"
"tz-ltn","dashboardadmin.valider","Valider"
"tz-ltn","dashboardadmin.title_rejeter_1","Rejeter"
"tz-ltn","dashboardadmin.rejeter","Rejeter"
"tz-ltn","dashboardadmin.actions_1","Actions"
"tz-ltn","dashboardadmin.modifier","Modifier"
"tz-ltn","dashboardadmin.envoyer_notification","Envoyer notification"
"tz-ltn","dashboardadmin.suspendre","Suspendre"
"tz-ltn","dashboardadmin.ractiver","Réactiver"
"tz-ltn","dashboardadmin.rinitialiser_mdp","Réinitialiser MDP"
"tz-ltn","dashboardadmin.supprimer_1","Supprimer"
"tz-ltn","dashboardadmin.s","s)"
"tz-ltn","dashboardadmin.filtres_avancs","Filtres avancés"
"tz-ltn","dashboardadmin.type_duvre","Type d'œuvre"
"tz-ltn","dashboardadmin.placeholder_tous_les_types","Tous les types"
"tz-ltn","dashboardadmin.tous_les_types","Tous les types"
"tz-ltn","dashboardadmin.statut","Statut"
"tz-ltn","dashboardadmin.placeholder_tous_les_statuts","Tous les statuts"
"tz-ltn","dashboardadmin.tous_les_statuts","Tous les statuts"
"tz-ltn","dashboardadmin.attente","En attente"
"tz-ltn","dashboardadmin.valid","Validé"
"tz-ltn","dashboardadmin.rejet","Rejeté"
"tz-ltn","dashboardadmin.wilaya","Wilaya"
"tz-ltn","dashboardadmin.placeholder_toutes_les_wilayas","Toutes les wilayas"
"tz-ltn","dashboardadmin.toutes_les_wilayas","Toutes les wilayas"
"tz-ltn","dashboardadmin.prix_maximum","Prix maximum"
"tz-ltn","dashboardadmin.placeholder_prix_max","Prix max"
"tz-ltn","dashboardadmin.rinitialiser","Réinitialiser"
"tz-ltn","dashboardadmin.gestion_des_uvres","Gestion des œuvres"
"tz-ltn","dashboardadmin.liste_complte_des_1","Liste complète des œuvres ("
"tz-ltn","dashboardadmin.rsultats_2","résultats)"
"tz-ltn","dashboardadmin.ajouter_une_uvre","Ajouter une œuvre"
"tz-ltn","dashboardadmin.placeholder_rechercher_par_titre","Rechercher par titre, auteur, type..."
"tz-ltn","dashboardadmin.filtres","Filtres"
"tz-ltn","dashboardadmin.actions_2","Actions ("
"tz-ltn","dashboardadmin.valider_toutes","Valider toutes"
"tz-ltn","dashboardadmin.rejeter_toutes","Rejeter toutes"
"tz-ltn","dashboardadmin.exporter_1","Exporter"
"tz-ltn","dashboardadmin.par","Par"
"tz-ltn","dashboardadmin.vues","vues"
"tz-ltn","dashboardadmin.approuver","Approuver"
"tz-ltn","dashboardadmin.rejeter_1","Rejeter"
"tz-ltn","dashboardadmin.voir_dtails","Voir détails"
"tz-ltn","dashboardadmin.modifier_1","Modifier"
"tz-ltn","dashboardadmin.envoyer_notification_1","Envoyer notification"
"tz-ltn","dashboardadmin.mettre_avant","Mettre en avant"
"tz-ltn","dashboardadmin.supprimer_2","Supprimer"
"tz-ltn","dashboardadmin.filtres_avancs_1","Filtres avancés"
"tz-ltn","dashboardadmin.type_dvnement","Type d'événement"
"tz-ltn","dashboardadmin.placeholder_tous_les_types_1","Tous les types"
"tz-ltn","dashboardadmin.tous_les_types_1","Tous les types"
"tz-ltn","dashboardadmin.statut_1","Statut"
"tz-ltn","dashboardadmin.placeholder_tous_les_statuts_1","Tous les statuts"
"tz-ltn","dashboardadmin.tous_les_statuts_1","Tous les statuts"
"tz-ltn","dashboardadmin.venir","À venir"
"tz-ltn","dashboardadmin.cours","En cours"
"tz-ltn","dashboardadmin.termin","Terminé"
"tz-ltn","dashboardadmin.annul","Annulé"
"tz-ltn","dashboardadmin.wilaya_1","Wilaya"
"tz-ltn","dashboardadmin.placeholder_toutes_les_wilayas_1","Toutes les wilayas"
"tz-ltn","dashboardadmin.toutes_les_wilayas_1","Toutes les wilayas"
"tz-ltn","dashboardadmin.date_dbut","Date de début"
"tz-ltn","dashboardadmin.rinitialiser_1","Réinitialiser"
"tz-ltn","dashboardadmin.gestion_des_vnements","Gestion des événements"
"tz-ltn","dashboardadmin.liste_complte_des_2","Liste complète des événements ("
"tz-ltn","dashboardadmin.rsultats_3","résultats)"
"tz-ltn","dashboardadmin.ajouter_vnement","Ajouter un événement"
"tz-ltn","dashboardadmin.placeholder_rechercher_par_titre_1","Rechercher par titre, organisateur, lieu..."
"tz-ltn","dashboardadmin.filtres_1","Filtres"
"tz-ltn","dashboardadmin.exporter_2","Exporter"
"tz-ltn","dashboardadmin.organis_par","Organisé par"
"tz-ltn","dashboardadmin.participants","participants"
"tz-ltn","dashboardadmin.dmarrer","Démarrer"
"tz-ltn","dashboardadmin.annuler_1","Annuler"
"tz-ltn","dashboardadmin.terminer","Terminer"
"tz-ltn","dashboardadmin.voir_dtails_1","Voir détails"
"tz-ltn","dashboardadmin.modifier_2","Modifier"
"tz-ltn","dashboardadmin.envoyer_notification_2","Envoyer notification"
"tz-ltn","dashboardadmin.mettre_avant_1","Mettre en avant"
"tz-ltn","dashboardadmin.supprimer_3","Supprimer"
"tz-ltn","dashboardadmin.filtres_avancs_2","Filtres avancés"
"tz-ltn","dashboardadmin.type_patrimoine","Type de patrimoine"
"tz-ltn","dashboardadmin.placeholder_tous_les_types_2","Tous les types"
"tz-ltn","dashboardadmin.tous_les_types_2","Tous les types"
"tz-ltn","dashboardadmin.wilaya_2","Wilaya"
"tz-ltn","dashboardadmin.placeholder_toutes_les_wilayas_2","Toutes les wilayas"
"tz-ltn","dashboardadmin.toutes_les_wilayas_2","Toutes les wilayas"
"tz-ltn","dashboardadmin.classement","Classement"
"tz-ltn","dashboardadmin.placeholder_tous_les_classements","Tous les classements"
"tz-ltn","dashboardadmin.tous","Tous"
"tz-ltn","dashboardadmin.unesco","UNESCO"
"tz-ltn","dashboardadmin.national","National"
"tz-ltn","dashboardadmin.local","Local"
"tz-ltn","dashboardadmin.rinitialiser_2","Réinitialiser"
"tz-ltn","dashboardadmin.gestion_patrimoine","Gestion du patrimoine"
"tz-ltn","dashboardadmin.liste_des_sites","Liste des sites patrimoniaux ("
"tz-ltn","dashboardadmin.rsultats_4","résultats)"
"tz-ltn","dashboardadmin.ajouter_site","Ajouter un site"
"tz-ltn","dashboardadmin.placeholder_rechercher_par_nom_1","Rechercher par nom, wilaya, type..."
"tz-ltn","dashboardadmin.filtres_2","Filtres"
"tz-ltn","dashboardadmin.exporter_3","Exporter"
"tz-ltn","dashboardadmin.unesco_1","UNESCO"
"tz-ltn","dashboardadmin.visites","visites"
"tz-ltn","dashboardadmin.voir_dtails_2","Voir détails"
"tz-ltn","dashboardadmin.modifier_3","Modifier"
"tz-ltn","dashboardadmin.envoyer_notification_3","Envoyer notification"
"tz-ltn","dashboardadmin.mettre_avant_2","Mettre en avant"
"tz-ltn","dashboardadmin.supprimer_4","Supprimer"
"tz-ltn","dashboardadmin.filtres_avancs_3","Filtres avancés"
"tz-ltn","dashboardadmin.type_service","Type de service"
"tz-ltn","dashboardadmin.placeholder_tous_les_types_3","Tous les types"
"tz-ltn","dashboardadmin.tous_les_types_3","Tous les types"
"tz-ltn","dashboardadmin.statut_2","Statut"
"tz-ltn","dashboardadmin.placeholder_tous_les_statuts_2","Tous les statuts"
"tz-ltn","dashboardadmin.tous_1","Tous"
"tz-ltn","dashboardadmin.actif","Actif"
"tz-ltn","dashboardadmin.inactif","Inactif"
"tz-ltn","dashboardadmin.suspendu_1","Suspendu"
"tz-ltn","dashboardadmin.wilaya_3","Wilaya"
"tz-ltn","dashboardadmin.placeholder_toutes_les_wilayas_3","Toutes les wilayas"
"tz-ltn","dashboardadmin.toutes_les_wilayas_3","Toutes les wilayas"
"tz-ltn","dashboardadmin.prix_maximum_1","Prix maximum"
"tz-ltn","dashboardadmin.placeholder_prix_max_1","Prix max"
"tz-ltn","dashboardadmin.rinitialiser_3","Réinitialiser"
"tz-ltn","dashboardadmin.gestion_des_services","Gestion des services"
"tz-ltn","dashboardadmin.liste_des_services","Liste des services proposés ("
"tz-ltn","dashboardadmin.rsultats_5","résultats)"
"tz-ltn","dashboardadmin.ajouter_service","Ajouter un service"
"tz-ltn","dashboardadmin.placeholder_rechercher_par_titre_2","Rechercher par titre, prestataire, type..."
"tz-ltn","dashboardadmin.filtres_3","Filtres"
"tz-ltn","dashboardadmin.exporter_4","Exporter"
"tz-ltn","dashboardadmin.par_1","Par"
"tz-ltn","dashboardadmin.rservations","réservations"
"tz-ltn","dashboardadmin.suspendre_1","Suspendre"
"tz-ltn","dashboardadmin.ractiver_1","Réactiver"
"tz-ltn","dashboardadmin.voir_dtails_3","Voir détails"
"tz-ltn","dashboardadmin.modifier_4","Modifier"
"tz-ltn","dashboardadmin.envoyer_notification_4","Envoyer notification"
"tz-ltn","dashboardadmin.mettre_avant_3","Mettre en avant"
"tz-ltn","dashboardadmin.supprimer_5","Supprimer"
"tz-ltn","dashboardadmin.file_modration","File de modération"
"tz-ltn","dashboardadmin.grer_les_signalements","Gérer les signalements et contenus problématiques"
"tz-ltn","dashboardadmin.signal_par","Signalé par"
"tz-ltn","dashboardadmin.raison","Raison:"
"tz-ltn","dashboardadmin.approuver_1","Approuver"
"tz-ltn","dashboardadmin.supprimer_6","Supprimer"
"tz-ltn","dashboardadmin.avertir","Avertir"
"tz-ltn","dashboardadmin.aucun_signalement_attente_1","Aucun signalement en attente"
"tz-ltn","dashboardadmin.modifier_lutilisateur","Modifier l'utilisateur"
"tz-ltn","dashboardadmin.mettre_jour_les","Mettre à jour les informations de l'utilisateur"
"tz-ltn","dashboardadmin.nom","Nom"
"tz-ltn","dashboardadmin.prnom","Prénom"
"tz-ltn","dashboardadmin.email_1","Email"
"tz-ltn","dashboardadmin.tlphone","Téléphone"
"tz-ltn","dashboardadmin.type_dutilisateur","Type d'utilisateur"
"tz-ltn","dashboardadmin.visiteur","Visiteur"
"tz-ltn","dashboardadmin.artisan","Artisan"
"tz-ltn","dashboardadmin.guide","Guide"
"tz-ltn","dashboardadmin.organisateur","Organisateur"
"tz-ltn","dashboardadmin.statut_3","Statut"
"tz-ltn","dashboardadmin.actif_1","Actif"
"tz-ltn","dashboardadmin.inactif_1","Inactif"
"tz-ltn","dashboardadmin.suspendu_2","Suspendu"
"tz-ltn","dashboardadmin.entreprise","Entreprise"
"tz-ltn","dashboardadmin.biographie","Biographie"
"tz-ltn","dashboardadmin.annuler_2","Annuler"
"tz-ltn","dashboardadmin.enregistrer","Enregistrer"
"tz-ltn","dashboardadmin.suspendre_lutilisateur","Suspendre l'utilisateur"
"tz-ltn","dashboardadmin.suspendre_temporairement_compte","Suspendre temporairement le compte de"
"tz-ltn","dashboardadmin.dure_suspension_jours","Durée de suspension (jours)"
"tz-ltn","dashboardadmin.raison_suspension","Raison de la suspension *"
"tz-ltn","dashboardadmin.placeholder_indiquez_raison_cette","Indiquez la raison de cette suspension..."
"tz-ltn","dashboardadmin.annuler_3","Annuler"
"tz-ltn","dashboardadmin.suspendre_2","Suspendre"
"tz-ltn","artisanat.title_tissage_textile_traditionnel","Tissage et textile traditionnel"
"tz-ltn","artisanat.description_fouta_hak_tissus","Fouta, Haïk, tissus kabyles brodés à la main..."
"tz-ltn","artisanat.title_cramique_poterie_sud","Céramique et poterie du Sud"
"tz-ltn","artisanat.description_techniques_ancestrales_forme","Techniques ancestrales, formes géométriques uniques (ex. : Biskra, Ghardaïa)"
"tz-ltn","artisanat.title_peinture_calligraphie","Peinture et calligraphie"
"tz-ltn","artisanat.description_arabesque_art_contemporain","Arabesque, art contemporain amazigh..."
"tz-ltn","artisanat.artisanat_algrien","Artisanat algérien"
"tz-ltn","artisanat.dcouvrez_les_mtiers","Découvrez les métiers d'art qui font vibrer le patrimoine vivant de l'Algérie."
"tz-ltn","artisanat.explorer_cette_catgorie","Explorer cette catégorie"
"tz-ltn","artisanat.boutique_ligne","Boutique en ligne"
"tz-ltn","artisanat.bientt_disponible_achetez","Bientôt disponible : achetez directement auprès des artisans algériens 
              et soutenez le patrimoine vivant de notre pays."
"tz-ltn","artisanat.acheter_produit_local","Acheter un produit local (à venir)"
"tz-ltn","artisanat.tre_notifi_lancement","Être notifié du lancement"
"tz-ltn","apropos.title_transmission","Transmission"
"tz-ltn","apropos.description_prserver_transmettre_riche","Préserver et transmettre le riche patrimoine culturel algérien aux générations futures."
"tz-ltn","apropos.title_accessibilit","Accessibilité"
"tz-ltn","apropos.description_rendre_culture_accessible","Rendre la culture accessible à tous, sans barrières géographiques ou économiques."
"tz-ltn","apropos.title_visibilit_locale_internationale","Visibilité locale & internationale"
"tz-ltn","apropos.description_mettre_lumire_richesse","Mettre en lumière la richesse culturelle algérienne sur la scène mondiale."
"tz-ltn","apropos.propos_culture_algrie","À propos de Culture Algérie"
"tz-ltn","apropos.notre_mission","Notre Mission"
"tz-ltn","apropos.culture_algrie_est","Culture Algérie est une initiative indépendante portée par des passionnés 
                  de patrimoine, de littérature, de cinéma et d'art algérien."
"tz-ltn","apropos.notre_mission_mettre","Notre mission : mettre en lumière la richesse culturelle de notre pays, 
                  faciliter l'accès aux œuvres, relier les acteurs et favoriser la transmission 
                  aux jeunes générations."
"tz-ltn","apropos.nos_valeurs","Nos Valeurs"
"tz-ltn","apropos.nous_contacter","Nous Contacter"
"tz-ltn","apropos.prnom","Prénom"
"tz-ltn","apropos.placeholder_votre_prnom","Votre prénom"
"tz-ltn","apropos.nom","Nom"
"tz-ltn","apropos.placeholder_votre_nom","Votre nom"
"tz-ltn","apropos.email","Email"
"tz-ltn","apropos.placeholder_votreemailexemplecom","votre.email@exemple.com"
"tz-ltn","apropos.sujet","Sujet"
"tz-ltn","apropos.placeholder_objet_votre_message","Objet de votre message"
"tz-ltn","apropos.message","Message"
"tz-ltn","apropos.placeholder_votre_message","Votre message..."
"tz-ltn","apropos.envoyer_message","Envoyer le message"
"tz-ltn","apropos.contact_direct","Contact direct"
"tz-ltn","apropos.pour_toute_question","Pour toute question ou collaboration :"
"tz-ltn","apropos.contactculturealgeriedz","contact@culturealgerie.dz"
"tz-ltn","ajouteroeuvre.chargement_des_catgories","Chargement des catégories..."
"tz-ltn","ajouteroeuvre.catgories","Catégories"
"tz-ltn","ajouteroeuvre.aucune_catgorie_disponible","Aucune catégorie disponible pour ce type d'œuvre."
"tz-ltn","ajouteroeuvre.catgories_1","Catégories"
"tz-ltn","ajouteroeuvre.slectionnez_une_plusieurs","Sélectionnez une ou plusieurs catégories pour classifier votre œuvre"
"tz-ltn","ajouteroeuvre.mode_ddition","Mode d'édition"
"tz-ltn","ajouteroeuvre.choisissez_comment_crer","Choisissez comment créer votre article"
"tz-ltn","ajouteroeuvre.formulaire_classique","Formulaire classique"
"tz-ltn","ajouteroeuvre.simple_rapide_pour","Simple et rapide pour les articles courts"
"tz-ltn","ajouteroeuvre.diteur_avanc","Éditeur avancé"
"tz-ltn","ajouteroeuvre.mise_page_riche","Mise en page riche avec blocs modulaires"
"tz-ltn","ajouteroeuvre.lditeur_avanc_vous","L'éditeur avancé vous permet de créer des articles structurés avec :"
"tz-ltn","ajouteroeuvre.titres_soustitres_hirarchiss","Titres et sous-titres hiérarchisés"
"tz-ltn","ajouteroeuvre.images_avec_lgendes","Images avec légendes et différents layouts"
"tz-ltn","ajouteroeuvre.citations_mises_forme","Citations mises en forme"
"tz-ltn","ajouteroeuvre.listes_tableaux","Listes et tableaux"
"tz-ltn","ajouteroeuvre.blocs_code_pour","Blocs de code pour les articles techniques"
"tz-ltn","ajouteroeuvre.isbn","ISBN"
"tz-ltn","ajouteroeuvre.nombre_pages","Nombre de pages"
"tz-ltn","ajouteroeuvre.placeholder_250","Ex: 250"
"tz-ltn","ajouteroeuvre.dure_minutes","Durée (minutes)"
"tz-ltn","ajouteroeuvre.placeholder_120","Ex: 120"
"tz-ltn","ajouteroeuvre.ralisateur","Réalisateur"
"tz-ltn","ajouteroeuvre.placeholder_nom_ralisateur","Nom du réalisateur"
"tz-ltn","ajouteroeuvre.dure_totale","Durée totale"
"tz-ltn","ajouteroeuvre.placeholder_4530","Ex: 45:30"
"tz-ltn","ajouteroeuvre.label_maison_production","Label / Maison de production"
"tz-ltn","ajouteroeuvre.placeholder_nom_label","Nom du label"
"tz-ltn","ajouteroeuvre.auteur","Auteur"
"tz-ltn","ajouteroeuvre.placeholder_nom_lauteur","Nom de l'auteur"
"tz-ltn","ajouteroeuvre.source_publication","Source / Publication"
"tz-ltn","ajouteroeuvre.placeholder_watan_monde","Ex: El Watan, Le Monde"
"tz-ltn","ajouteroeuvre.rsum_larticle","Résumé de l'article"
"tz-ltn","ajouteroeuvre.placeholder_rsum_chapeau_larticle","Résumé ou chapeau de l'article..."
"tz-ltn","ajouteroeuvre.url_larticle_optionnel","URL de l'article (optionnel)"
"tz-ltn","ajouteroeuvre.journal_revue","Journal / Revue"
"tz-ltn","ajouteroeuvre.placeholder_nom_journal_scientifique","Nom du journal scientifique"
"tz-ltn","ajouteroeuvre.doi","DOI"
"tz-ltn","ajouteroeuvre.placeholder_101234example","10.1234/example"
"tz-ltn","ajouteroeuvre.volume","Volume"
"tz-ltn","ajouteroeuvre.placeholder_ex_12","Ex: 12"
"tz-ltn","ajouteroeuvre.numro","Numéro"
"tz-ltn","ajouteroeuvre.placeholder_ex_3","Ex: 3"
"tz-ltn","ajouteroeuvre.pages","Pages"
"tz-ltn","ajouteroeuvre.placeholder_123145","Ex: 123-145"
"tz-ltn","ajouteroeuvre.article_valu_par","Article évalué par des pairs"
"tz-ltn","ajouteroeuvre.matriau_principal","Matériau principal"
"tz-ltn","ajouteroeuvre.placeholder_slectionnez_matriau","Sélectionnez un matériau"
"tz-ltn","ajouteroeuvre.aucun_matriau_disponible","Aucun matériau disponible"
"tz-ltn","ajouteroeuvre.technique_utilise","Technique utilisée"
"tz-ltn","ajouteroeuvre.placeholder_slectionnez_une_technique","Sélectionnez une technique"
"tz-ltn","ajouteroeuvre.aucune_technique_disponible","Aucune technique disponible"
"tz-ltn","ajouteroeuvre.dimensions","Dimensions (cm)"
"tz-ltn","ajouteroeuvre.placeholder_30x20x15","Ex: 30x20x15"
"tz-ltn","ajouteroeuvre.poids","Poids (kg)"
"tz-ltn","ajouteroeuvre.placeholder_ex_1_5","Ex: 1.5"
"tz-ltn","ajouteroeuvre.technique_artistique","Technique artistique"
"tz-ltn","ajouteroeuvre.placeholder_huile_sur_toile","Ex: Huile sur toile, Aquarelle"
"tz-ltn","ajouteroeuvre.dimensions_1","Dimensions (cm)"
"tz-ltn","ajouteroeuvre.placeholder_100x80","Ex: 100x80"
"tz-ltn","ajouteroeuvre.support","Support"
"tz-ltn","ajouteroeuvre.placeholder_toile_papier_bois","Ex: Toile, Papier, Bois"
"tz-ltn","ajouteroeuvre.chargement_des_donnes","Chargement des données..."
"tz-ltn","ajouteroeuvre.ressayer","Réessayer"
"tz-ltn","ajouteroeuvre.retour","Retour"
"tz-ltn","ajouteroeuvre.ajouter_une_uvre","Ajouter une œuvre"
"tz-ltn","ajouteroeuvre.partagez_votre_cration","Partagez votre création avec la communauté"
